resample,delta_fpr
"[(4501, 4441, 4561), (4501, 4441, 4561), (5597, 5537, 5657), (22, 0, 82), (22, 0, 82), (2147, 2087, 2207), (3884, 3824, 3944), (2147, 2087, 2207), (2550, 2490, 2610), (3884, 3824, 3944), (2147, 2087, 2207), (3884, 3824, 3944), (5031, 4971, 5091)]",-0.045963692545384315
"[(3884, 3824, 3944), (1860, 1800, 1920), (590, 530, 650), (376, 316, 436), (3884, 3824, 3944), (1860, 1800, 1920), (2550, 2490, 2610), (5597, 5537, 5657), (376, 316, 436), (3884, 3824, 3944), (5031, 4971, 5091), (376, 316, 436), (5784, 5724, 5844)]",-0.054194062562263404
"[(2147, 2087, 2207), (376, 316, 436), (590, 530, 650), (2147, 2087, 2207), (2550, 2490, 2610), (376, 316, 436), (22, 0, 82), (5031, 4971, 5091), (5784, 5724, 5844), (2147, 2087, 2207), (590, 530, 650), (2147, 2087, 2207), (3884, 3824, 3944)]",-0.05141388174807198
"[(2550, 2490, 2610), (2147, 2087, 2207), (22, 0, 82), (5784, 5724, 5844), (4501, 4441, 4561), (5031, 4971, 5091), (3884, 3824, 3944), (2147, 2087, 2207), (5784, 5724, 5844), (2550, 2490, 2610), (2147, 2087, 2207), (2550, 2490, 2610), (22, 0, 82)]",-0.05368868288914639
"[(2147, 2087, 2207), (22, 0, 82), (5031, 4971, 5091), (5784, 5724, 5844), (2550, 2490, 2610), (2550, 2490, 2610), (22, 0, 82), (376, 316, 436), (22, 0, 82), (1860, 1800, 1920), (590, 530, 650), (5784, 5724, 5844), (3884, 3824, 3944)]",-0.0526742301458671
"[(2867, 2807, 2927), (590, 530, 650), (1860, 1800, 1920), (2147, 2087, 2207), (2147, 2087, 2207), (2550, 2490, 2610), (1860, 1800, 1920), (5031, 4971, 5091), (2147, 2087, 2207), (22, 0, 82), (2867, 2807, 2927), (376, 316, 436), (2867, 2807, 2927)]",-0.04172434249555072
"[(4724, 4664, 4784), (5031, 4971, 5091), (1860, 1800, 1920), (4501, 4441, 4561), (22, 0, 82), (2867, 2807, 2927), (3884, 3824, 3944), (590, 530, 650), (376, 316, 436), (5597, 5537, 5657), (590, 530, 650), (590, 530, 650), (4501, 4441, 4561)]",-0.043821391484942886
"[(5784, 5724, 5844), (1860, 1800, 1920), (2147, 2087, 2207), (5031, 4971, 5091), (5597, 5537, 5657), (2867, 2807, 2927), (4724, 4664, 4784), (590, 530, 650), (376, 316, 436), (4501, 4441, 4561), (590, 530, 650), (2550, 2490, 2610), (5031, 4971, 5091)]",-0.039304123711340205
"[(2550, 2490, 2610), (2147, 2087, 2207), (22, 0, 82), (4501, 4441, 4561), (590, 530, 650), (5784, 5724, 5844), (5597, 5537, 5657), (5031, 4971, 5091), (2867, 2807, 2927), (5031, 4971, 5091), (376, 316, 436), (5784, 5724, 5844), (4501, 4441, 4561)]",-0.03551401869158878
"[(5031, 4971, 5091), (22, 0, 82), (2550, 2490, 2610), (3884, 3824, 3944), (5597, 5537, 5657), (590, 530, 650), (5031, 4971, 5091), (2147, 2087, 2207), (4724, 4664, 4784), (4724, 4664, 4784), (4501, 4441, 4561), (2550, 2490, 2610), (2867, 2807, 2927)]",-0.035721703011422634
"[(22, 0, 82), (376, 316, 436), (1860, 1800, 1920), (5031, 4971, 5091), (5784, 5724, 5844), (22, 0, 82), (4724, 4664, 4784), (1860, 1800, 1920), (2550, 2490, 2610), (2867, 2807, 2927), (4501, 4441, 4561), (2147, 2087, 2207), (2147, 2087, 2207)]",-0.047352024922118374
"[(5031, 4971, 5091), (590, 530, 650), (5784, 5724, 5844), (22, 0, 82), (5031, 4971, 5091), (1860, 1800, 1920), (2867, 2807, 2927), (22, 0, 82), (2550, 2490, 2610), (2147, 2087, 2207), (4501, 4441, 4561), (4724, 4664, 4784), (3884, 3824, 3944)]",-0.045164039198977414
"[(5031, 4971, 5091), (4724, 4664, 4784), (376, 316, 436), (4724, 4664, 4784), (5031, 4971, 5091), (5031, 4971, 5091), (5597, 5537, 5657), (376, 316, 436), (376, 316, 436), (376, 316, 436), (590, 530, 650), (22, 0, 82), (376, 316, 436)]",-0.04906586148329874
"[(2147, 2087, 2207), (22, 0, 82), (5597, 5537, 5657), (376, 316, 436), (2867, 2807, 2927), (4724, 4664, 4784), (4501, 4441, 4561), (5784, 5724, 5844), (376, 316, 436), (5784, 5724, 5844), (2550, 2490, 2610), (2147, 2087, 2207), (5784, 5724, 5844)]",-0.03808752025931928
"[(2147, 2087, 2207), (3884, 3824, 3944), (5031, 4971, 5091), (2550, 2490, 2610), (5031, 4971, 5091), (5031, 4971, 5091), (4501, 4441, 4561), (5784, 5724, 5844), (22, 0, 82), (3884, 3824, 3944), (5031, 4971, 5091), (1860, 1800, 1920), (4724, 4664, 4784)]",-0.056320907617504044
"[(5784, 5724, 5844), (5597, 5537, 5657), (2867, 2807, 2927), (2147, 2087, 2207), (376, 316, 436), (2147, 2087, 2207), (4724, 4664, 4784), (590, 530, 650), (5784, 5724, 5844), (3884, 3824, 3944), (5784, 5724, 5844), (2147, 2087, 2207), (590, 530, 650)]",-0.036461446503287503
"[(2147, 2087, 2207), (5597, 5537, 5657), (376, 316, 436), (1860, 1800, 1920), (5031, 4971, 5091), (4724, 4664, 4784), (2550, 2490, 2610), (376, 316, 436), (5784, 5724, 5844), (376, 316, 436), (5031, 4971, 5091), (5597, 5537, 5657), (22, 0, 82)]",-0.04801458670988654
"[(5031, 4971, 5091), (22, 0, 82), (590, 530, 650), (5784, 5724, 5844), (2147, 2087, 2207), (22, 0, 82), (5597, 5537, 5657), (5784, 5724, 5844), (376, 316, 436), (5597, 5537, 5657), (5031, 4971, 5091), (5784, 5724, 5844), (22, 0, 82)]",-0.04248744689069139
"[(2550, 2490, 2610), (590, 530, 650), (3884, 3824, 3944), (3884, 3824, 3944), (3884, 3824, 3944), (2867, 2807, 2927), (4724, 4664, 4784), (376, 316, 436), (4724, 4664, 4784), (4724, 4664, 4784), (2147, 2087, 2207), (2550, 2490, 2610), (376, 316, 436)]",-0.0433852140077821
"[(376, 316, 436), (2550, 2490, 2610), (5031, 4971, 5091), (376, 316, 436), (1860, 1800, 1920), (5031, 4971, 5091), (1860, 1800, 1920), (2867, 2807, 2927), (22, 0, 82), (2867, 2807, 2927), (4501, 4441, 4561), (3884, 3824, 3944), (1860, 1800, 1920)]",-0.052995847340320354
"[(5031, 4971, 5091), (5784, 5724, 5844), (2867, 2807, 2927), (2147, 2087, 2207), (2550, 2490, 2610), (2550, 2490, 2610), (1860, 1800, 1920), (5784, 5724, 5844), (590, 530, 650), (590, 530, 650), (2867, 2807, 2927), (4501, 4441, 4561), (5784, 5724, 5844)]",-0.044630404463040445
"[(2867, 2807, 2927), (4501, 4441, 4561), (4724, 4664, 4784), (590, 530, 650), (376, 316, 436), (5031, 4971, 5091), (4501, 4441, 4561), (1860, 1800, 1920), (376, 316, 436), (590, 530, 650), (5031, 4971, 5091), (4501, 4441, 4561), (4501, 4441, 4561)]",-0.051167315175097275
"[(22, 0, 82), (4724, 4664, 4784), (590, 530, 650), (590, 530, 650), (4501, 4441, 4561), (2867, 2807, 2927), (5784, 5724, 5844), (2550, 2490, 2610), (376, 316, 436), (3884, 3824, 3944), (22, 0, 82), (1860, 1800, 1920), (376, 316, 436)]",-0.05212876427829699
"[(376, 316, 436), (5597, 5537, 5657), (4501, 4441, 4561), (3884, 3824, 3944), (5597, 5537, 5657), (5784, 5724, 5844), (5597, 5537, 5657), (5597, 5537, 5657), (5784, 5724, 5844), (376, 316, 436), (590, 530, 650), (5597, 5537, 5657), (5784, 5724, 5844)]",-0.051701197490971296
"[(4724, 4664, 4784), (590, 530, 650), (590, 530, 650), (2550, 2490, 2610), (376, 316, 436), (4724, 4664, 4784), (1860, 1800, 1920), (2867, 2807, 2927), (5597, 5537, 5657), (376, 316, 436), (3884, 3824, 3944), (5784, 5724, 5844), (2550, 2490, 2610)]",-0.045528787260106174
"[(5031, 4971, 5091), (2147, 2087, 2207), (4501, 4441, 4561), (1860, 1800, 1920), (2550, 2490, 2610), (1860, 1800, 1920), (22, 0, 82), (1860, 1800, 1920), (22, 0, 82), (2867, 2807, 2927), (5031, 4971, 5091), (376, 316, 436), (2147, 2087, 2207)]",-0.045086019379078496
"[(2147, 2087, 2207), (376, 316, 436), (4501, 4441, 4561), (2867, 2807, 2927), (590, 530, 650), (376, 316, 436), (376, 316, 436), (22, 0, 82), (5031, 4971, 5091), (3884, 3824, 3944), (5031, 4971, 5091), (4724, 4664, 4784), (22, 0, 82)]",-0.042747163695299836
"[(1860, 1800, 1920), (2550, 2490, 2610), (4724, 4664, 4784), (5597, 5537, 5657), (4501, 4441, 4561), (376, 316, 436), (2147, 2087, 2207), (2550, 2490, 2610), (22, 0, 82), (2550, 2490, 2610), (2147, 2087, 2207), (2867, 2807, 2927), (5031, 4971, 5091)]",-0.039044652128764276
"[(4724, 4664, 4784), (4724, 4664, 4784), (5031, 4971, 5091), (4501, 4441, 4561), (22, 0, 82), (2147, 2087, 2207), (5784, 5724, 5844), (4724, 4664, 4784), (4501, 4441, 4561), (4724, 4664, 4784), (2550, 2490, 2610), (2867, 2807, 2927), (2550, 2490, 2610)]",-0.04528376507810955
"[(2147, 2087, 2207), (5031, 4971, 5091), (1860, 1800, 1920), (590, 530, 650), (22, 0, 82), (1860, 1800, 1920), (2147, 2087, 2207), (4501, 4441, 4561), (376, 316, 436), (2147, 2087, 2207), (5784, 5724, 5844), (5597, 5537, 5657), (22, 0, 82)]",-0.04457050243111832
"[(4501, 4441, 4561), (3884, 3824, 3944), (5597, 5537, 5657), (5784, 5724, 5844), (4501, 4441, 4561), (376, 316, 436), (2867, 2807, 2927), (1860, 1800, 1920), (1860, 1800, 1920), (3884, 3824, 3944), (590, 530, 650), (2550, 2490, 2610), (2147, 2087, 2207)]",-0.03830856185890727
"[(376, 316, 436), (2867, 2807, 2927), (22, 0, 82), (2550, 2490, 2610), (2867, 2807, 2927), (3884, 3824, 3944), (2147, 2087, 2207), (376, 316, 436), (2867, 2807, 2927), (590, 530, 650), (5597, 5537, 5657), (3884, 3824, 3944), (4724, 4664, 4784)]",-0.03464343598055105
"[(5784, 5724, 5844), (5031, 4971, 5091), (2147, 2087, 2207), (2867, 2807, 2927), (3884, 3824, 3944), (2867, 2807, 2927), (4724, 4664, 4784), (2147, 2087, 2207), (5031, 4971, 5091), (2867, 2807, 2927), (590, 530, 650), (376, 316, 436), (2867, 2807, 2927)]",-0.0444311615859733
"[(590, 530, 650), (22, 0, 82), (2147, 2087, 2207), (376, 316, 436), (1860, 1800, 1920), (2147, 2087, 2207), (22, 0, 82), (5597, 5537, 5657), (4501, 4441, 4561), (2867, 2807, 2927), (1860, 1800, 1920), (22, 0, 82), (4501, 4441, 4561)]",-0.03381451453430888
"[(4724, 4664, 4784), (3884, 3824, 3944), (5784, 5724, 5844), (5031, 4971, 5091), (5784, 5724, 5844), (3884, 3824, 3944), (5031, 4971, 5091), (3884, 3824, 3944), (1860, 1800, 1920), (5597, 5537, 5657), (22, 0, 82), (22, 0, 82), (2147, 2087, 2207)]",-0.047063476369388964
"[(2550, 2490, 2610), (5784, 5724, 5844), (590, 530, 650), (5597, 5537, 5657), (2867, 2807, 2927), (1860, 1800, 1920), (2550, 2490, 2610), (5031, 4971, 5091), (1860, 1800, 1920), (5031, 4971, 5091), (5784, 5724, 5844), (1860, 1800, 1920), (5784, 5724, 5844)]",-0.04357976653696498
"[(22, 0, 82), (4724, 4664, 4784), (2550, 2490, 2610), (5031, 4971, 5091), (3884, 3824, 3944), (590, 530, 650), (5031, 4971, 5091), (2867, 2807, 2927), (2867, 2807, 2927), (3884, 3824, 3944), (22, 0, 82), (4501, 4441, 4561), (22, 0, 82)]",-0.049831916155823615
"[(5784, 5724, 5844), (1860, 1800, 1920), (4501, 4441, 4561), (5597, 5537, 5657), (4501, 4441, 4561), (22, 0, 82), (5031, 4971, 5091), (4501, 4441, 4561), (590, 530, 650), (4724, 4664, 4784), (590, 530, 650), (4724, 4664, 4784), (5031, 4971, 5091)]",-0.05161162744710302
"[(3884, 3824, 3944), (5031, 4971, 5091), (2147, 2087, 2207), (5031, 4971, 5091), (5031, 4971, 5091), (2867, 2807, 2927), (22, 0, 82), (3884, 3824, 3944), (5784, 5724, 5844), (1860, 1800, 1920), (2550, 2490, 2610), (4724, 4664, 4784), (4501, 4441, 4561)]",-0.04755970924195223
"[(2867, 2807, 2927), (4724, 4664, 4784), (2550, 2490, 2610), (2550, 2490, 2610), (4724, 4664, 4784), (4501, 4441, 4561), (1860, 1800, 1920), (2147, 2087, 2207), (5784, 5724, 5844), (376, 316, 436), (22, 0, 82), (1860, 1800, 1920), (3884, 3824, 3944)]",-0.04735202492211838
"[(376, 316, 436), (2147, 2087, 2207), (5031, 4971, 5091), (4724, 4664, 4784), (2550, 2490, 2610), (590, 530, 650), (2550, 2490, 2610), (5597, 5537, 5657), (3884, 3824, 3944), (4501, 4441, 4561), (2147, 2087, 2207), (5784, 5724, 5844), (4724, 4664, 4784)]",-0.04856604563533598
"[(2147, 2087, 2207), (1860, 1800, 1920), (4501, 4441, 4561), (1860, 1800, 1920), (5597, 5537, 5657), (2550, 2490, 2610), (376, 316, 436), (376, 316, 436), (376, 316, 436), (3884, 3824, 3944), (1860, 1800, 1920), (5597, 5537, 5657), (4724, 4664, 4784)]",-0.04961147638971907
"[(376, 316, 436), (2867, 2807, 2927), (5031, 4971, 5091), (5597, 5537, 5657), (5784, 5724, 5844), (4724, 4664, 4784), (3884, 3824, 3944), (1860, 1800, 1920), (22, 0, 82), (1860, 1800, 1920), (3884, 3824, 3944), (376, 316, 436), (590, 530, 650)]",-0.043821391484942886
"[(5784, 5724, 5844), (3884, 3824, 3944), (22, 0, 82), (2147, 2087, 2207), (22, 0, 82), (5784, 5724, 5844), (1860, 1800, 1920), (2147, 2087, 2207), (4724, 4664, 4784), (5031, 4971, 5091), (4501, 4441, 4561), (590, 530, 650), (4501, 4441, 4561)]",-0.05287682333873582
"[(2867, 2807, 2927), (22, 0, 82), (376, 316, 436), (5031, 4971, 5091), (5597, 5537, 5657), (2867, 2807, 2927), (5597, 5537, 5657), (2867, 2807, 2927), (376, 316, 436), (2867, 2807, 2927), (5784, 5724, 5844), (4724, 4664, 4784), (5784, 5724, 5844)]",-0.044032444959443806
"[(2147, 2087, 2207), (5031, 4971, 5091), (2550, 2490, 2610), (2147, 2087, 2207), (22, 0, 82), (5031, 4971, 5091), (5031, 4971, 5091), (2147, 2087, 2207), (590, 530, 650), (1860, 1800, 1920), (4724, 4664, 4784), (2867, 2807, 2927), (3884, 3824, 3944)]",-0.04294975688816856
"[(22, 0, 82), (5031, 4971, 5091), (590, 530, 650), (2867, 2807, 2927), (3884, 3824, 3944), (1860, 1800, 1920), (590, 530, 650), (2147, 2087, 2207), (5784, 5724, 5844), (376, 316, 436), (2550, 2490, 2610), (2867, 2807, 2927), (4501, 4441, 4561)]",-0.04495100127822752
"[(5031, 4971, 5091), (4501, 4441, 4561), (376, 316, 436), (3884, 3824, 3944), (5784, 5724, 5844), (2867, 2807, 2927), (22, 0, 82), (2147, 2087, 2207), (376, 316, 436), (5031, 4971, 5091), (4501, 4441, 4561), (2550, 2490, 2610), (590, 530, 650)]",-0.043821391484942886
"[(590, 530, 650), (5784, 5724, 5844), (1860, 1800, 1920), (4501, 4441, 4561), (376, 316, 436), (1860, 1800, 1920), (2867, 2807, 2927), (22, 0, 82), (4501, 4441, 4561), (590, 530, 650), (2550, 2490, 2610), (4501, 4441, 4561), (590, 530, 650)]",-0.04963417045679257
"[(376, 316, 436), (1860, 1800, 1920), (22, 0, 82), (2867, 2807, 2927), (1860, 1800, 1920), (2147, 2087, 2207), (376, 316, 436), (2147, 2087, 2207), (2147, 2087, 2207), (5784, 5724, 5844), (376, 316, 436), (22, 0, 82), (5784, 5724, 5844)]",-0.043026986223815816
"[(5597, 5537, 5657), (4501, 4441, 4561), (4501, 4441, 4561), (22, 0, 82), (2147, 2087, 2207), (22, 0, 82), (4724, 4664, 4784), (376, 316, 436), (2867, 2807, 2927), (590, 530, 650), (5784, 5724, 5844), (590, 530, 650), (1860, 1800, 1920)]",-0.03551401869158879
"[(4501, 4441, 4561), (5784, 5724, 5844), (590, 530, 650), (2147, 2087, 2207), (5031, 4971, 5091), (2147, 2087, 2207), (5597, 5537, 5657), (5784, 5724, 5844), (1860, 1800, 1920), (1860, 1800, 1920), (2867, 2807, 2927), (2867, 2807, 2927), (2550, 2490, 2610)]",-0.037566353613719884
"[(2867, 2807, 2927), (2147, 2087, 2207), (5784, 5724, 5844), (2147, 2087, 2207), (4724, 4664, 4784), (2550, 2490, 2610), (2867, 2807, 2927), (2550, 2490, 2610), (5031, 4971, 5091), (3884, 3824, 3944), (1860, 1800, 1920), (3884, 3824, 3944), (4724, 4664, 4784)]",-0.0480175333731819
"[(5031, 4971, 5091), (5031, 4971, 5091), (5784, 5724, 5844), (1860, 1800, 1920), (376, 316, 436), (2867, 2807, 2927), (3884, 3824, 3944), (2867, 2807, 2927), (4724, 4664, 4784), (22, 0, 82), (1860, 1800, 1920), (3884, 3824, 3944), (2147, 2087, 2207)]",-0.046191247974068074
"[(4724, 4664, 4784), (376, 316, 436), (2867, 2807, 2927), (590, 530, 650), (590, 530, 650), (4724, 4664, 4784), (4501, 4441, 4561), (1860, 1800, 1920), (2867, 2807, 2927), (3884, 3824, 3944), (4724, 4664, 4784), (4501, 4441, 4561), (4724, 4664, 4784)]",-0.05116731517509728
"[(590, 530, 650), (2147, 2087, 2207), (5597, 5537, 5657), (2550, 2490, 2610), (1860, 1800, 1920), (2550, 2490, 2610), (5597, 5537, 5657), (376, 316, 436), (4501, 4441, 4561), (5031, 4971, 5091), (2550, 2490, 2610), (1860, 1800, 1920), (2550, 2490, 2610)]",-0.046224347479577606
"[(1860, 1800, 1920), (22, 0, 82), (1860, 1800, 1920), (590, 530, 650), (590, 530, 650), (590, 530, 650), (5784, 5724, 5844), (5597, 5537, 5657), (22, 0, 82), (5597, 5537, 5657), (376, 316, 436), (590, 530, 650), (376, 316, 436)]",-0.04906586148329873
"[(4501, 4441, 4561), (1860, 1800, 1920), (4501, 4441, 4561), (5784, 5724, 5844), (2550, 2490, 2610), (22, 0, 82), (2867, 2807, 2927), (3884, 3824, 3944), (2550, 2490, 2610), (22, 0, 82), (2550, 2490, 2610), (590, 530, 650), (5784, 5724, 5844)]",-0.04983191615582361
"[(2867, 2807, 2927), (590, 530, 650), (5597, 5537, 5657), (5031, 4971, 5091), (4724, 4664, 4784), (4501, 4441, 4561), (590, 530, 650), (4724, 4664, 4784), (1860, 1800, 1920), (22, 0, 82), (4501, 4441, 4561), (22, 0, 82), (5031, 4971, 5091)]",-0.04192208819458177
"[(5784, 5724, 5844), (2867, 2807, 2927), (376, 316, 436), (376, 316, 436), (2867, 2807, 2927), (22, 0, 82), (2867, 2807, 2927), (22, 0, 82), (4501, 4441, 4561), (5031, 4971, 5091), (22, 0, 82), (4501, 4441, 4561), (5784, 5724, 5844)]",-0.05057558029816947
"[(22, 0, 82), (5597, 5537, 5657), (2867, 2807, 2927), (4724, 4664, 4784), (5597, 5537, 5657), (2867, 2807, 2927), (5784, 5724, 5844), (2867, 2807, 2927), (22, 0, 82), (376, 316, 436), (2147, 2087, 2207), (5784, 5724, 5844), (5597, 5537, 5657)]",-0.03630745461568173
"[(4724, 4664, 4784), (5784, 5724, 5844), (4724, 4664, 4784), (2550, 2490, 2610), (2550, 2490, 2610), (22, 0, 82), (376, 316, 436), (376, 316, 436), (5031, 4971, 5091), (22, 0, 82), (2550, 2490, 2610), (2867, 2807, 2927), (1860, 1800, 1920)]",-0.052995847340320354
"[(3884, 3824, 3944), (5784, 5724, 5844), (2147, 2087, 2207), (5031, 4971, 5091), (2867, 2807, 2927), (1860, 1800, 1920), (1860, 1800, 1920), (3884, 3824, 3944), (590, 530, 650), (1860, 1800, 1920), (2867, 2807, 2927), (3884, 3824, 3944), (22, 0, 82)]",-0.041922088194581764
"[(4724, 4664, 4784), (2147, 2087, 2207), (376, 316, 436), (2550, 2490, 2610), (3884, 3824, 3944), (1860, 1800, 1920), (22, 0, 82), (2550, 2490, 2610), (5784, 5724, 5844), (5597, 5537, 5657), (2550, 2490, 2610), (2147, 2087, 2207), (590, 530, 650)]",-0.04569055036344756
"[(2147, 2087, 2207), (376, 316, 436), (2147, 2087, 2207), (376, 316, 436), (2867, 2807, 2927), (1860, 1800, 1920), (5784, 5724, 5844), (3884, 3824, 3944), (5031, 4971, 5091), (4724, 4664, 4784), (2867, 2807, 2927), (3884, 3824, 3944), (590, 530, 650)]",-0.04552878726010617
"[(5597, 5537, 5657), (376, 316, 436), (2867, 2807, 2927), (1860, 1800, 1920), (1860, 1800, 1920), (5031, 4971, 5091), (22, 0, 82), (4724, 4664, 4784), (376, 316, 436), (4724, 4664, 4784), (2867, 2807, 2927), (1860, 1800, 1920), (4724, 4664, 4784)]",-0.044032444959443806
"[(376, 316, 436), (5031, 4971, 5091), (5597, 5537, 5657), (4501, 4441, 4561), (5031, 4971, 5091), (22, 0, 82), (5597, 5537, 5657), (2550, 2490, 2610), (2550, 2490, 2610), (2867, 2807, 2927), (376, 316, 436), (590, 530, 650), (5597, 5537, 5657)]",-0.04172434249555072
"[(590, 530, 650), (5031, 4971, 5091), (4724, 4664, 4784), (5784, 5724, 5844), (2550, 2490, 2610), (5784, 5724, 5844), (1860, 1800, 1920), (5784, 5724, 5844), (22, 0, 82), (5784, 5724, 5844), (5597, 5537, 5657), (4501, 4441, 4561), (5031, 4971, 5091)]",-0.052876823338735814
"[(3884, 3824, 3944), (4724, 4664, 4784), (376, 316, 436), (5031, 4971, 5091), (2550, 2490, 2610), (22, 0, 82), (4501, 4441, 4561), (5031, 4971, 5091), (3884, 3824, 3944), (5597, 5537, 5657), (5597, 5537, 5657), (22, 0, 82), (376, 316, 436)]",-0.05477555863159977
"[(376, 316, 436), (2867, 2807, 2927), (2867, 2807, 2927), (5031, 4971, 5091), (2147, 2087, 2207), (1860, 1800, 1920), (590, 530, 650), (4724, 4664, 4784), (590, 530, 650), (4724, 4664, 4784), (4501, 4441, 4561), (2867, 2807, 2927), (3884, 3824, 3944)]",-0.04552878726010617
"[(4724, 4664, 4784), (5784, 5724, 5844), (1860, 1800, 1920), (2867, 2807, 2927), (4501, 4441, 4561), (2550, 2490, 2610), (4724, 4664, 4784), (5031, 4971, 5091), (5784, 5724, 5844), (376, 316, 436), (2147, 2087, 2207), (1860, 1800, 1920), (2550, 2490, 2610)]",-0.04899959167006941
"[(22, 0, 82), (5784, 5724, 5844), (2147, 2087, 2207), (590, 530, 650), (3884, 3824, 3944), (2867, 2807, 2927), (22, 0, 82), (2550, 2490, 2610), (2147, 2087, 2207), (5597, 5537, 5657), (4724, 4664, 4784), (22, 0, 82), (3884, 3824, 3944)]",-0.03484602917341977
"[(376, 316, 436), (4724, 4664, 4784), (22, 0, 82), (590, 530, 650), (2867, 2807, 2927), (376, 316, 436), (376, 316, 436), (5784, 5724, 5844), (2867, 2807, 2927), (3884, 3824, 3944), (4724, 4664, 4784), (5597, 5537, 5657), (376, 316, 436)]",-0.041724342495550716
"[(22, 0, 82), (22, 0, 82), (22, 0, 82), (4501, 4441, 4561), (2550, 2490, 2610), (2147, 2087, 2207), (5784, 5724, 5844), (2147, 2087, 2207), (5597, 5537, 5657), (4724, 4664, 4784), (5031, 4971, 5091), (2867, 2807, 2927), (590, 530, 650)]",-0.035721703011422634
"[(4501, 4441, 4561), (5784, 5724, 5844), (3884, 3824, 3944), (5031, 4971, 5091), (5597, 5537, 5657), (5597, 5537, 5657), (376, 316, 436), (4501, 4441, 4561), (22, 0, 82), (3884, 3824, 3944), (1860, 1800, 1920), (1860, 1800, 1920), (4501, 4441, 4561)]",-0.05477555863159976
"[(5031, 4971, 5091), (5031, 4971, 5091), (5031, 4971, 5091), (4501, 4441, 4561), (2867, 2807, 2927), (1860, 1800, 1920), (1860, 1800, 1920), (376, 316, 436), (3884, 3824, 3944), (5784, 5724, 5844), (5597, 5537, 5657), (2550, 2490, 2610), (5031, 4971, 5091)]",-0.04899959167006942
"[(2550, 2490, 2610), (1860, 1800, 1920), (5597, 5537, 5657), (2550, 2490, 2610), (376, 316, 436), (3884, 3824, 3944), (2147, 2087, 2207), (3884, 3824, 3944), (22, 0, 82), (1860, 1800, 1920), (4501, 4441, 4561), (2867, 2807, 2927), (2147, 2087, 2207)]",-0.03808752025931929
"[(376, 316, 436), (2867, 2807, 2927), (376, 316, 436), (5597, 5537, 5657), (3884, 3824, 3944), (1860, 1800, 1920), (4501, 4441, 4561), (5031, 4971, 5091), (590, 530, 650), (4501, 4441, 4561), (5031, 4971, 5091), (2147, 2087, 2207), (2550, 2490, 2610)]",-0.03830856185890726
"[(1860, 1800, 1920), (2147, 2087, 2207), (5784, 5724, 5844), (2550, 2490, 2610), (2550, 2490, 2610), (4501, 4441, 4561), (376, 316, 436), (5031, 4971, 5091), (3884, 3824, 3944), (376, 316, 436), (22, 0, 82), (5597, 5537, 5657), (2550, 2490, 2610)]",-0.049221183800623056
"[(5597, 5537, 5657), (2550, 2490, 2610), (2147, 2087, 2207), (2147, 2087, 2207), (5031, 4971, 5091), (3884, 3824, 3944), (4501, 4441, 4561), (5031, 4971, 5091), (2147, 2087, 2207), (2867, 2807, 2927), (5784, 5724, 5844), (590, 530, 650), (590, 530, 650)]",-0.037566353613719884
"[(5784, 5724, 5844), (1860, 1800, 1920), (4724, 4664, 4784), (5031, 4971, 5091), (4501, 4441, 4561), (1860, 1800, 1920), (2147, 2087, 2207), (5784, 5724, 5844), (2550, 2490, 2610), (4501, 4441, 4561), (5597, 5537, 5657), (22, 0, 82), (2147, 2087, 2207)]",-0.04821717990275527
"[(4724, 4664, 4784), (2147, 2087, 2207), (5597, 5537, 5657), (2867, 2807, 2927), (376, 316, 436), (1860, 1800, 1920), (5597, 5537, 5657), (2867, 2807, 2927), (2550, 2490, 2610), (590, 530, 650), (376, 316, 436), (4724, 4664, 4784), (3884, 3824, 3944)]",-0.03736218864842793
"[(2550, 2490, 2610), (5784, 5724, 5844), (22, 0, 82), (3884, 3824, 3944), (3884, 3824, 3944), (2550, 2490, 2610), (4501, 4441, 4561), (1860, 1800, 1920), (2147, 2087, 2207), (376, 316, 436), (2550, 2490, 2610), (3884, 3824, 3944), (4724, 4664, 4784)]",-0.05611831442463533
"[(5784, 5724, 5844), (5597, 5537, 5657), (5597, 5537, 5657), (5784, 5724, 5844), (590, 530, 650), (376, 316, 436), (3884, 3824, 3944), (4501, 4441, 4561), (376, 316, 436), (5597, 5537, 5657), (2550, 2490, 2610), (2147, 2087, 2207), (376, 316, 436)]",-0.04622434747957761
"[(2147, 2087, 2207), (376, 316, 436), (5031, 4971, 5091), (5031, 4971, 5091), (3884, 3824, 3944), (2867, 2807, 2927), (4724, 4664, 4784), (2867, 2807, 2927), (5597, 5537, 5657), (2147, 2087, 2207), (590, 530, 650), (4501, 4441, 4561), (5031, 4971, 5091)]",-0.03736218864842793
"[(4724, 4664, 4784), (3884, 3824, 3944), (590, 530, 650), (2867, 2807, 2927), (2147, 2087, 2207), (590, 530, 650), (2147, 2087, 2207), (22, 0, 82), (22, 0, 82), (2550, 2490, 2610), (5784, 5724, 5844), (22, 0, 82), (5031, 4971, 5091)]",-0.04294975688816856
"[(590, 530, 650), (1860, 1800, 1920), (590, 530, 650), (4501, 4441, 4561), (4501, 4441, 4561), (3884, 3824, 3944), (2550, 2490, 2610), (22, 0, 82), (4724, 4664, 4784), (3884, 3824, 3944), (1860, 1800, 1920), (4724, 4664, 4784), (5597, 5537, 5657)]",-0.05161162744710303
